"Genotype" "Trial" "Yield"
"1290" "G090" "TR13" 58.9666796369852
"1291" "G091" "TR13" 69.4925849513608
"1292" "G092" "TR13" 50.933335475072
"1293" "G093" "TR13" 63.1647191108663
"1294" "G094" "TR13" 53.6173505294429
"1295" "G095" "TR13" 79.990937328889
"1296" "G096" "TR13" 42.3102290032534
"1297" "G097" "TR13" 63.9038219491297
"1298" "G098" "TR13" 94.7063048291565
"1299" "G099" "TR13" 62.6484070336432
"1300" "G100" "TR13" 74.8107427764624
"1301" "G001" "TR14" 43.1336116445241
"1302" "G002" "TR14" 64.1129286204998
"1303" "G003" "TR14" 41.1214075599854
"1304" "G004" "TR14" 39.1084420607424
"1305" "G005" "TR14" 37.2482300857307
"1306" "G006" "TR14" 42.0361601531433
"1307" "G007" "TR14" 43.9451171402084
"1308" "G008" "TR14" 59.7431483577718
"1309" "G009" "TR14" 58.7500225427748
"1310" "G010" "TR14" 42.8193285729948
"1311" "G011" "TR14" 55.8514303218281
"1312" "G012" "TR14" 42.5238471660089
"1313" "G013" "TR14" 66.5248534219334
"1314" "G014" "TR14" 59.3350755741019
"1315" "G015" "TR14" 44.1375847107802
"1316" "G016" "TR14" 29.1990444989304
"1317" "G017" "TR14" 50.356960355841
"1318" "G018" "TR14" 34.8369123386372
"1319" "G019" "TR14" 48.49765595987
"1320" "G020" "TR14" 31.0334577584705
"1321" "G021" "TR14" 35.8241283141177
"1322" "G022" "TR14" 39.8495552966516
"1323" "G023" "TR14" 43.3730529942808
"1324" "G024" "TR14" 40.1902213999751
"1325" "G025" "TR14" 34.9768597177308
"1326" "G026" "TR14" 40.7905128756666
"1327" "G027" "TR14" 63.7384368948038
"1328" "G028" "TR14" 36.7493051331099
"1329" "G029" "TR14" 32.6615004289503
"1330" "G030" "TR14" 33.6359472517934
"1331" "G031" "TR14" 38.572250334694
"1332" "G032" "TR14" 72.2131955851874
"1333" "G033" "TR14" 30.3540708136998
"1334" "G034" "TR14" 61.827837142354
"1335" "G035" "TR14" 58.6386943238537
"1336" "G036" "TR14" 47.8694198945186
"1337" "G037" "TR14" 58.5516946498596
"1338" "G038" "TR14" 41.3981064351802
"1339" "G039" "TR14" 31.0541224459522
"1340" "G040" "TR14" 40.3989733589679
"1341" "G041" "TR14" 44.8458488704548
"1342" "G042" "TR14" 72.820722827422
"1343" "G043" "TR14" 44.4684360282802
"1344" "G044" "TR14" 48.7159993089248
"1345" "G045" "TR14" 41.5194162584346
"1346" "G046" "TR14" 30.3829029691175
"1347" "G047" "TR14" 42.5638970781623
"1348" "G048" "TR14" 29.2368288046706
"1349" "G049" "TR14" 37.5594512877927
"1350" "G050" "TR14" 55.3261866956295
"1351" "G051" "TR14" 37.3387021930568
"1352" "G052" "TR14" 40.0661746870315
"1353" "G053" "TR14" 35.0624367296596
"1354" "G054" "TR14" 33.2706240236489
"1355" "G055" "TR14" 52.1439460781202
"1356" "G056" "TR14" 40.4726606971066
"1357" "G057" "TR14" 42.9496177978636
"1358" "G058" "TR14" 43.0593564218132
"1359" "G059" "TR14" 54.0087461151835
"1360" "G060" "TR14" 57.3091842410689
"1361" "G061" "TR14" 68.6421306570297
"1362" "G062" "TR14" 54.1305650854336
"1363" "G063" "TR14" 33.1431276589341
"1364" "G064" "TR14" 36.8250235031914
"1365" "G065" "TR14" 48.0072036498525
"1366" "G066" "TR14" 43.5470307383117
"1367" "G067" "TR14" 44.6371331864669
"1368" "G068" "TR14" 39.4973306111867
"1369" "G069" "TR14" 58.9768777562206
"1370" "G070" "TR14" 47.5875983076542
"1371" "G071" "TR14" 49.8424078333867
"1372" "G072" "TR14" 56.9221267878818
"1373" "G073" "TR14" 46.4062170636241
"1374" "G074" "TR14" 20.7935866146818
"1375" "G075" "TR14" 46.218630778749
"1376" "G076" "TR14" 30.112082844528
"1377" "G077" "TR14" 43.1290463396235
"1378" "G078" "TR14" 34.3664973132373
"1379" "G079" "TR14" 51.4875997500388
"1380" "G080" "TR14" 42.0933425556647
"1381" "G081" "TR14" 48.3729369691594
"1382" "G082" "TR14" 34.4088848566306
"1383" "G083" "TR14" 41.2607025822702
"1384" "G084" "TR14" 67.3255269376654
"1385" "G085" "TR14" 52.0226123495145
"1386" "G086" "TR14" 43.3882359056001
"1387" "G087" "TR14" 34.1318262973705
"1388" "G088" "TR14" 48.5554755699185
"1389" "G089" "TR14" 35.8960779207008
"1390" "G090" "TR14" 49.0400711539289
"1391" "G091" "TR14" 36.6638576765062
"1392" "G092" "TR14" 47.1852839741251
"1393" "G093" "TR14" 49.9110145999385
"1394" "G094" "TR14" 36.6714290932751
"1395" "G095" "TR14" 54.554156554427
"1396" "G096" "TR14" 37.7701995515466
"1397" "G097" "TR14" 50.5525980907905
"1398" "G098" "TR14" 55.9779982437142
"1399" "G099" "TR14" 45.6108934310575
"1400" "G100" "TR14" 53.552249217564
"1401" "G001" "TR15" 53.5890865123729
"1402" "G002" "TR15" 48.0332712594848
"1403" "G003" "TR15" 36.9202561889443
"1404" "G004" "TR15" 25.5270661237321
"1405" "G005" "TR15" 41.1498950360473
"1406" "G006" "TR15" 20.367500446627
"1407" "G007" "TR15" 33.3917790703339
"1408" "G008" "TR15" 53.4530630030354
"1409" "G009" "TR15" 23.8167415976073
"1410" "G010" "TR15" 46.6289724605349
"1411" "G011" "TR15" 38.0457446558127
"1412" "G012" "TR15" 47.5666722226326
"1413" "G013" "TR15" 36.6342360590171
"1414" "G014" "TR15" 42.6686826543189
"1415" "G015" "TR15" 48.6630638534336
"1416" "G016" "TR15" 34.2380370526428
"1417" "G017" "TR15" 26.4114098163677
"1418" "G018" "TR15" 30.5370865779686
"1419" "G019" "TR15" 42.4296156103523
"1420" "G020" "TR15" 33.3841492435968
"1421" "G021" "TR15" 33.9430200737733
"1422" "G022" "TR15" 37.6729450915747
"1423" "G023" "TR15" 57.6355967993015
"1424" "G024" "TR15" 28.9746677969023
"1425" "G025" "TR15" 44.0442157207319
"1426" "G026" "TR15" 42.1930455183833
"1427" "G027" "TR15" 39.9239846580383
"1428" "G028" "TR15" 45.3582359914311
"1429" "G029" "TR15" 43.2551476703186
"1430" "G030" "TR15" 39.1310460332987
"1431" "G031" "TR15" 37.2898830327326
"1432" "G032" "TR15" 41.0135549564152
"1433" "G033" "TR15" 44.7238701964038
"1434" "G034" "TR15" 30.1974869846906
"1435" "G035" "TR15" 35.3018749203329
"1436" "G036" "TR15" 43.6041058233481
"1437" "G037" "TR15" 43.181104779415
"1438" "G038" "TR15" 32.447440729577
"1439" "G039" "TR15" 35.0908654315393
"1440" "G040" "TR15" 21.0723027642926
"1441" "G041" "TR15" 62.2598072764037
"1442" "G042" "TR15" 64.7306291854467
"1443" "G043" "TR15" 34.6200387392128
"1444" "G044" "TR15" 45.3430713609582
"1445" "G045" "TR15" 57.0339529780843
"1446" "G046" "TR15" 30.0452580301927
"1447" "G047" "TR15" 32.0471310173092
"1448" "G048" "TR15" 38.0229888252069
"1449" "G049" "TR15" 38.9254326771705
"1450" "G050" "TR15" 67.8980526681886
"1451" "G051" "TR15" 52.6815306421652
"1452" "G052" "TR15" 39.3331512440082
"1453" "G053" "TR15" 37.890037917531
"1454" "G054" "TR15" 48.1684597702903
"1455" "G055" "TR15" 44.7920591414741
"1456" "G056" "TR15" 41.1395650220496
"1457" "G057" "TR15" 37.9667946611138
"1458" "G058" "TR15" 38.7927690798026
"1459" "G059" "TR15" 51.7817652749199
"1460" "G060" "TR15" 38.7030244321483
"1461" "G061" "TR15" 42.985901780504
"1462" "G062" "TR15" 50.5589372010082
"1463" "G063" "TR15" 43.3705302567317
"1464" "G064" "TR15" 25.7355538053507
"1465" "G065" "TR15" 48.2004049876242
"1466" "G066" "TR15" 47.4778282354147
"1467" "G067" "TR15" 37.0950043506126
"1468" "G068" "TR15" 42.7370553639786
"1469" "G069" "TR15" 43.0706062285639
"1470" "G070" "TR15" 21.0413780805035
"1471" "G071" "TR15" 44.8799198093447
"1472" "G072" "TR15" 39.0262256047907
"1473" "G073" "TR15" 37.2362503154372
"1474" "G074" "TR15" 54.6712246018222
"1475" "G075" "TR15" 32.631376829791
"1476" "G076" "TR15" 17.6968314004174
"1477" "G077" "TR15" 30.3588745080852
"1478" "G078" "TR15" 46.6639435108458
"1479" "G079" "TR15" 45.4723469249296
"1480" "G080" "TR15" 42.1652389532165
"1481" "G081" "TR15" 34.271046238038
"1482" "G082" "TR15" 53.1748775956239
"1483" "G083" "TR15" 50.9353543445931
"1484" "G084" "TR15" 39.2579641291908
"1485" "G085" "TR15" 37.4225401074672
"1486" "G086" "TR15" 55.2305069335745
"1487" "G087" "TR15" 46.7210144597944
"1488" "G088" "TR15" 43.1665382743675
"1489" "G089" "TR15" 55.0550042325466
"1490" "G090" "TR15" 37.1454457209924
"1491" "G091" "TR15" 26.2695862689044
"1492" "G092" "TR15" 32.0405790020973
"1493" "G093" "TR15" 53.2864523056048
"1494" "G094" "TR15" 32.3268583649046
"1495" "G095" "TR15" 45.1789395474919
"1496" "G096" "TR15" 32.0751179203411
"1497" "G097" "TR15" 36.3742501477719
"1498" "G098" "TR15" 30.2289677727698
"1499" "G099" "TR15" 68.6664176942522
"1500" "G100" "TR15" 41.0107929605545
"1501" "G001" "TR16" 29.2880078323891
"1502" "G002" "TR16" 62.7834491969934
"1503" "G003" "TR16" 55.2563947564614
"1504" "G004" "TR16" 53.553400234722
"1505" "G005" "TR16" 57.0652320483416
"1506" "G006" "TR16" 67.1909303053828
"1507" "G007" "TR16" 40.8827707712137
"1508" "G008" "TR16" 40.225551418403
"1509" "G009" "TR16" 34.264500507229
"1510" "G010" "TR16" 47.7328157678743
"1511" "G011" "TR16" 56.4030947100973
"1512" "G012" "TR16" 53.3818310021015
"1513" "G013" "TR16" 50.3188916077668
"1514" "G014" "TR16" 60.1665380055599
"1515" "G015" "TR16" 64.0180589504882
"1516" "G016" "TR16" 47.4997341459612
"1517" "G017" "TR16" 42.2882649552897
"1518" "G018" "TR16" 45.0500867882451
"1519" "G019" "TR16" 56.9950250123069
"1520" "G020" "TR16" 45.6660332407694
"1521" "G021" "TR16" 43.9177489245369
"1522" "G022" "TR16" 51.911671218126
"1523" "G023" "TR16" 52.5860025438862
"1524" "G024" "TR16" 35.4292822969611
"1525" "G025" "TR16" 65.9339000614844
"1526" "G026" "TR16" 37.5892084013009
"1527" "G027" "TR16" 52.0848659093462
"1528" "G028" "TR16" 59.0923815986809
"1529" "G029" "TR16" 56.4010906291614
"1530" "G030" "TR16" 45.6986844547725
"1531" "G031" "TR16" 33.641335926918
"1532" "G032" "TR16" 64.0414424993325
"1533" "G033" "TR16" 61.8132751727058
"1534" "G034" "TR16" 52.8266907607689
"1535" "G035" "TR16" 61.7241324161164
"1536" "G036" "TR16" 43.6865882217862
"1537" "G037" "TR16" 54.1074791250916
"1538" "G038" "TR16" 53.7973426638547
"1539" "G039" "TR16" 36.3344775409454
"1540" "G040" "TR16" 76.2058475824611
"1541" "G041" "TR16" 85.2494928397341
"1542" "G042" "TR16" 54.3635728988457
"1543" "G043" "TR16" 57.2363710683123
"1544" "G044" "TR16" 32.3542323933765
"1545" "G045" "TR16" 73.148770495886
"1546" "G046" "TR16" 51.9573942664004
"1547" "G047" "TR16" 76.3709248214376
"1548" "G048" "TR16" 15.3912164176522
"1549" "G049" "TR16" 53.6528010021294
"1550" "G050" "TR16" 45.4105957487844
"1551" "G051" "TR16" 44.7840031610274
"1552" "G052" "TR16" 38.3939046873056
"1553" "G053" "TR16" 67.9131378839059
"1554" "G054" "TR16" 71.6520696681909
"1555" "G055" "TR16" 25.2772954490255
"1556" "G056" "TR16" 57.9024910028429
"1557" "G057" "TR16" 41.9818316004871
"1558" "G058" "TR16" 74.2132188817661
"1559" "G059" "TR16" 58.6263727724886
"1560" "G060" "TR16" 51.569546433839
"1561" "G061" "TR16" 50.1625723829122
"1562" "G062" "TR16" 71.0632080462978
"1563" "G063" "TR16" 62.6796060634745
"1564" "G064" "TR16" 53.6247732440161
"1565" "G065" "TR16" 28.3107698994296
"1566" "G066" "TR16" 58.0165994050471
"1567" "G067" "TR16" 62.415294734466
"1568" "G068" "TR16" 54.6824691783468
"1569" "G069" "TR16" 53.4783463822338
"1570" "G070" "TR16" 39.1268596811815
"1571" "G071" "TR16" 64.3650944509306
"1572" "G072" "TR16" 63.3379434409439
"1573" "G073" "TR16" 70.757041753469
"1574" "G074" "TR16" 34.8815006878521
"1575" "G075" "TR16" 43.7351731842629
"1576" "G076" "TR16" 55.1262052713044
"1577" "G077" "TR16" 56.0096750245155
"1578" "G078" "TR16" 41.348759697459
"1579" "G079" "TR16" 62.6578329796471
"1580" "G080" "TR16" 48.6477857403942
"1581" "G081" "TR16" 37.3601284545777
"1582" "G082" "TR16" 74.307626844135
"1583" "G083" "TR16" 40.2661866194997
"1584" "G084" "TR16" 54.8470885597241
"1585" "G085" "TR16" 77.0576961014447
"1586" "G086" "TR16" 53.3726753915738
"1587" "G087" "TR16" 67.6473578498742
"1588" "G088" "TR16" 41.032502786052
"1589" "G089" "TR16" 51.3844395525012
"1590" "G090" "TR16" 59.5300621970283
"1591" "G091" "TR16" 81.6545801584631
"1592" "G092" "TR16" 50.0621109106803
"1593" "G093" "TR16" 56.8830384281094
"1594" "G094" "TR16" 43.5215069562157
"1595" "G095" "TR16" 53.8843727406585
"1596" "G096" "TR16" 39.4298345210143
"1597" "G097" "TR16" 78.3229049832514
"1598" "G098" "TR16" 95.255192828777
"1599" "G099" "TR16" 38.9650643417871
"1600" "G100" "TR16" 61.8890300869327
"1601" "G001" "TR17" 64.4366707549489
"1602" "G002" "TR17" 36.5220525281755
"1603" "G003" "TR17" 39.1162870314176
"1604" "G004" "TR17" 28.6313516748011
"1605" "G005" "TR17" 23.9282804312913
"1606" "G006" "TR17" 21.7776536560316
"1607" "G007" "TR17" 23.0552884653098
"1608" "G008" "TR17" 42.4809002761501
"1609" "G009" "TR17" 27.3468728106975
"1610" "G010" "TR17" 51.587662028427
"1611" "G011" "TR17" 27.7898263261835
"1612" "G012" "TR17" 40.3118306338018
"1613" "G013" "TR17" 33.7927208953211
"1614" "G014" "TR17" 25.7473351224838
"1615" "G015" "TR17" 45.3238848998328
"1616" "G016" "TR17" 37.5426592838586
"1617" "G017" "TR17" 36.7129950427151
"1618" "G018" "TR17" 28.2917046222053
"1619" "G019" "TR17" 35.2322037503482
"1620" "G020" "TR17" 38.9579205632798
"1621" "G021" "TR17" 33.8594820293818
"1622" "G022" "TR17" 30.9484998338122
"1623" "G023" "TR17" 27.1207494493459
"1624" "G024" "TR17" 31.7969068096774
"1625" "G025" "TR17" 23.0287653277968
"1626" "G026" "TR17" 21.1356215161133
"1627" "G027" "TR17" 43.1434037544499
"1628" "G028" "TR17" 29.2780742898748
"1629" "G029" "TR17" 41.6298491292559
"1630" "G030" "TR17" 44.1794628500645
"1631" "G031" "TR17" 35.4524278428816
"1632" "G032" "TR17" 32.9950150381517
"1633" "G033" "TR17" 48.6669428765926
"1634" "G034" "TR17" 34.2621016469773
"1635" "G035" "TR17" 47.2129118877969
"1636" "G036" "TR17" 42.0090107672359
"1637" "G037" "TR17" 39.3943009458231
"1638" "G038" "TR17" 37.4546590043644
"1639" "G039" "TR17" 31.1224945323229
"1640" "G040" "TR17" 40.3796224483698
"1641" "G041" "TR17" 49.0511566039284
"1642" "G042" "TR17" 27.9004299008698
"1643" "G043" "TR17" 42.5961585467761
"1644" "G044" "TR17" 38.6882092896904
"1645" "G045" "TR17" 44.2757443771528
"1646" "G046" "TR17" 19.9354003782257
"1647" "G047" "TR17" 30.0548055110395
"1648" "G048" "TR17" 40.424575327659
"1649" "G049" "TR17" 43.1122978027427
"1650" "G050" "TR17" 46.4648660990029
"1651" "G051" "TR17" 34.742944589789
"1652" "G052" "TR17" 26.1041489700212
"1653" "G053" "TR17" 44.8867321868862
"1654" "G054" "TR17" 40.5800880692677
"1655" "G055" "TR17" 48.5291796706476
"1656" "G056" "TR17" 40.0828407413429
"1657" "G057" "TR17" 38.1171596536461
"1658" "G058" "TR17" 33.7741652056312
"1659" "G059" "TR17" 50.3867330161515
"1660" "G060" "TR17" 29.2387728719397
"1661" "G061" "TR17" 39.403777228886
"1662" "G062" "TR17" 44.0598286411657
"1663" "G063" "TR17" 40.3162585796015
"1664" "G064" "TR17" 29.6795319733739
"1665" "G065" "TR17" 37.9302714490958
"1666" "G066" "TR17" 34.8675953785499
"1667" "G067" "TR17" 41.0269256301524
"1668" "G068" "TR17" 57.7709566982135
"1669" "G069" "TR17" 36.6654492533707
"1670" "G070" "TR17" 34.9038114405465
"1671" "G071" "TR17" 35.1463188647945
"1672" "G072" "TR17" 30.2870872187822
"1673" "G073" "TR17" 42.0742397476279
"1674" "G074" "TR17" 58.8377664578956
"1675" "G075" "TR17" 42.2949223242032
"1676" "G076" "TR17" 31.4148249625305
"1677" "G077" "TR17" 38.0520654116543
"1678" "G078" "TR17" 36.8396228900466
"1679" "G079" "TR17" 70.4739657642943
"1680" "G080" "TR17" 44.7719421712667
"1681" "G081" "TR17" 23.1288934708946
"1682" "G082" "TR17" 46.3920979941324
"1683" "G083" "TR17" 47.8124364379788
"1684" "G084" "TR17" 30.1460444105393
"1685" "G085" "TR17" 35.474879080794
"1686" "G086" "TR17" 46.0943286208402
"1687" "G087" "TR17" 37.1495054085668
"1688" "G088" "TR17" 29.6458520185907
"1689" "G089" "TR17" 60.1894981170083
"1690" "G090" "TR17" 41.0996493887758
"1691" "G091" "TR17" 29.6654737437652
"1692" "G092" "TR17" 35.583258917855
"1693" "G093" "TR17" 53.7109726303225
"1694" "G094" "TR17" 54.6198236746542
"1695" "G095" "TR17" 35.9503561135985
"1696" "G096" "TR17" 27.9461489450287
"1697" "G097" "TR17" 38.7652810651454
"1698" "G098" "TR17" 30.2232661649713
"1699" "G099" "TR17" 71.6418042087427
"1700" "G100" "TR17" 36.0613397825994
"1701" "G001" "TR18" 42.4122265582039
"1702" "G002" "TR18" 47.3849064377263
"1703" "G003" "TR18" 52.5793487827829
"1704" "G004" "TR18" 38.0516822892428
"1705" "G005" "TR18" 41.9147579734138
"1706" "G006" "TR18" 53.2031301923324
"1707" "G007" "TR18" 24.4035890667703
"1708" "G008" "TR18" 59.8342951598711
"1709" "G009" "TR18" 64.5329037658946
"1710" "G010" "TR18" 32.4402570541394
"1711" "G011" "TR18" 48.8431248170736
"1712" "G012" "TR18" 44.8261020758388
"1713" "G013" "TR18" 53.5448353751286
"1714" "G014" "TR18" 52.1218813272283
"1715" "G015" "TR18" 44.0498046382118
"1716" "G016" "TR18" 49.0096261334561
"1717" "G017" "TR18" 35.8092014693
"1718" "G018" "TR18" 29.0950568194085
"1719" "G019" "TR18" 45.0372334746444
"1720" "G020" "TR18" 47.6087214879002
"1721" "G021" "TR18" 34.0718540326439
"1722" "G022" "TR18" 51.9995127217054
"1723" "G023" "TR18" 35.0192615532532
"1724" "G024" "TR18" 44.93472195904
"1725" "G025" "TR18" 53.6102345852032
"1726" "G026" "TR18" 71.6420724449394
"1727" "G027" "TR18" 29.443740206767
"1728" "G028" "TR18" 37.2607936293179
"1729" "G029" "TR18" 32.8030300505063
"1730" "G030" "TR18" 49.9595600058483
"1731" "G031" "TR18" 38.3095612351361
"1732" "G032" "TR18" 75.5420110430883
"1733" "G033" "TR18" 41.6666110742206
"1734" "G034" "TR18" 44.5843532504554
"1735" "G035" "TR18" 46.2666288169699
"1736" "G036" "TR18" 43.7626852868891
"1737" "G037" "TR18" 55.6724900696928
"1738" "G038" "TR18" 28.4233287886636
"1739" "G039" "TR18" 35.0459728966108
"1740" "G040" "TR18" 40.5221910735925
"1741" "G041" "TR18" 48.4955058268197
"1742" "G042" "TR18" 37.1645595412598
"1743" "G043" "TR18" 53.3677377433159
"1744" "G044" "TR18" 50.6073625610583
"1745" "G045" "TR18" 67.387775147922
"1746" "G046" "TR18" 43.9063651502758
"1747" "G047" "TR18" 47.2157371381731
"1748" "G048" "TR18" 32.5538324129482
"1749" "G049" "TR18" 59.3250614456342
"1750" "G050" "TR18" 46.0604301130896
"1751" "G051" "TR18" 53.0954662830616
"1752" "G052" "TR18" 53.2610432806821
"1753" "G053" "TR18" 51.8523554283106
"1754" "G054" "TR18" 34.0868552714519
"1755" "G055" "TR18" 53.2371683767282
"1756" "G056" "TR18" 37.2911388553363
"1757" "G057" "TR18" 41.7615161232745
"1758" "G058" "TR18" 26.1881092446731
"1759" "G059" "TR18" 39.352024005267
"1760" "G060" "TR18" 49.8495472901452
"1761" "G061" "TR18" 45.4360628686482
"1762" "G062" "TR18" 58.9812314525624
"1763" "G063" "TR18" 42.316170880398
"1764" "G064" "TR18" 55.4066712966333
"1765" "G065" "TR18" 34.7349643998858
"1766" "G066" "TR18" 54.4961641810135
"1767" "G067" "TR18" 29.7297940096796
"1768" "G068" "TR18" 43.4009405661322
"1769" "G069" "TR18" 34.2470255382853
"1770" "G070" "TR18" 36.4979530095822
"1771" "G071" "TR18" 51.905020997553
"1772" "G072" "TR18" 52.7130446759853
"1773" "G073" "TR18" 44.7884178588651
"1774" "G074" "TR18" 26.6726479254408
"1775" "G075" "TR18" 50.4194179034548
"1776" "G076" "TR18" 43.7709689633109
"1777" "G077" "TR18" 35.9847885610792
"1778" "G078" "TR18" 40.5379904433737
"1779" "G079" "TR18" 57.8521124868117
"1780" "G080" "TR18" 42.7010024238888
"1781" "G081" "TR18" 37.2282869118146
"1782" "G082" "TR18" 53.7195088758178
"1783" "G083" "TR18" 45.3960544519897
"1784" "G084" "TR18" 43.4415314134821
"1785" "G085" "TR18" 55.1479390635829
"1786" "G086" "TR18" 53.3533946940464
"1787" "G087" "TR18" 58.102172406614
"1788" "G088" "TR18" 27.4631281928707
"1789" "G089" "TR18" 36.0487238332521
"1790" "G090" "TR18" 42.5332765787928
"1791" "G091" "TR18" 58.5392687964447
"1792" "G092" "TR18" 33.3674996171933
"1793" "G093" "TR18" 47.111237512675
"1794" "G094" "TR18" 53.3430080707566
"1795" "G095" "TR18" 56.5810743748144
"1796" "G096" "TR18" 34.5469848625369
"1797" "G097" "TR18" 50.5611125036724
"1798" "G098" "TR18" 45.4507357191858
"1799" "G099" "TR18" 47.2796856565729
"1800" "G100" "TR18" 60.0242125743303
"1801" "G001" "TR19" 62.9776877684224
"1802" "G002" "TR19" 23.71345448006
"1803" "G003" "TR19" 43.4970141697103
"1804" "G004" "TR19" 31.4425893076679
"1805" "G005" "TR19" 43.2780235161356
"1806" "G006" "TR19" 5.45910270590017
"1807" "G007" "TR19" 22.2681498424353
"1808" "G008" "TR19" 45.4489523342197
"1809" "G009" "TR19" 30.1652033648579
"1810" "G010" "TR19" 40.1194909700631
"1811" "G011" "TR19" 36.5711541137634
"1812" "G012" "TR19" 35.8906020901242
"1813" "G013" "TR19" 44.4241502864474
"1814" "G014" "TR19" 20.7060474581142
"1815" "G015" "TR19" 46.4231761826986
"1816" "G016" "TR19" 35.4920931076462
"1817" "G017" "TR19" 43.4294450107332
"1818" "G018" "TR19" 28.3831020258071
"1819" "G019" "TR19" 26.6785063552609
"1820" "G020" "TR19" 33.9316026698104
"1821" "G021" "TR19" 36.3353126910404
"1822" "G022" "TR19" 32.6360170277435
"1823" "G023" "TR19" 28.516985172314
"1824" "G024" "TR19" 36.8439816139907
"1825" "G025" "TR19" 40.2437776845061
"1826" "G026" "TR19" 39.4566683822219
"1827" "G027" "TR19" 46.8349165898178
"1828" "G028" "TR19" 49.5993612274877
"1829" "G029" "TR19" 63.5040262143577
"1830" "G030" "TR19" 32.2142520479737
"1831" "G031" "TR19" 29.5807273029844
"1832" "G032" "TR19" 30.7467090979566
"1833" "G033" "TR19" 43.6228171836864
"1834" "G034" "TR19" 33.6297912347467
"1835" "G035" "TR19" 48.0090568709011
"1836" "G036" "TR19" 56.5718780554675
"1837" "G037" "TR19" 36.5804307322643
"1838" "G038" "TR19" 51.8721357851589
"1839" "G039" "TR19" 37.8429860399049
"1840" "G040" "TR19" 7.72433667479922
"1841" "G041" "TR19" 39.0657959646439
"1842" "G042" "TR19" 45.2580243596694
"1843" "G043" "TR19" 33.9863028142483
"1844" "G044" "TR19" 65.6230662781213
"1845" "G045" "TR19" 46.8979854883813
"1846" "G046" "TR19" 39.2100698069603
"1847" "G047" "TR19" 32.149162418386
"1848" "G048" "TR19" 31.6805501611217
"1849" "G049" "TR19" 43.4873638552948
"1850" "G050" "TR19" 32.6622525140489
"1851" "G051" "TR19" 19.3750104759509
"1852" "G052" "TR19" 22.7469606101562
"1853" "G053" "TR19" 29.8460819709183
"1854" "G054" "TR19" 38.5738687167408
"1855" "G055" "TR19" 51.7623156913408
"1856" "G056" "TR19" 25.7297649935703
"1857" "G057" "TR19" 23.5450874015925
"1858" "G058" "TR19" 25.2462934927536
"1859" "G059" "TR19" 43.1829486302372
"1860" "G060" "TR19" 5.54249649079036
"1861" "G061" "TR19" 31.2383701982866
"1862" "G062" "TR19" 40.6479628245385
"1863" "G063" "TR19" 48.7731947058551
"1864" "G064" "TR19" 28.1460054837421
"1865" "G065" "TR19" 50.2630903816522
"1866" "G066" "TR19" 39.2681334830557
"1867" "G067" "TR19" 35.9146544907809
"1868" "G068" "TR19" 34.2437822102146
"1869" "G069" "TR19" 32.0939371251129
"1870" "G070" "TR19" 29.7560880886943
"1871" "G071" "TR19" 44.2875716453018
"1872" "G072" "TR19" 29.8325526923051
"1873" "G073" "TR19" 40.0095638145555
"1874" "G074" "TR19" 55.4618488782295
"1875" "G075" "TR19" 24.6161616615557
"1876" "G076" "TR19" 14.6143992211849
"1877" "G077" "TR19" 31.6625476967331
"1878" "G078" "TR19" 28.9413179773025
"1879" "G079" "TR19" 37.4315711467155
"1880" "G080" "TR19" 33.6649681287509
"1881" "G081" "TR19" 24.4739026526388
"1882" "G082" "TR19" 35.4394699446115
"1883" "G083" "TR19" 45.7500527865455
"1884" "G084" "TR19" 38.827089318478
"1885" "G085" "TR19" 42.0239475392528
"1886" "G086" "TR19" 33.4574348133802
"1887" "G087" "TR19" 37.7769658672786
"1888" "G088" "TR19" 30.2712129984155
"1889" "G089" "TR19" 27.591636728618
"1890" "G090" "TR19" 26.9956289144643
"1891" "G091" "TR19" 35.53496034623
"1892" "G092" "TR19" 29.0759708086418
"1893" "G093" "TR19" 32.7594880009525
"1894" "G094" "TR19" 31.224593848055
"1895" "G095" "TR19" 41.2817200300025
"1896" "G096" "TR19" 41.891907402562
"1897" "G097" "TR19" 56.5045482954897
"1898" "G098" "TR19" 22.7043348174725
"1899" "G099" "TR19" 37.9844328689195
"1900" "G100" "TR19" 30.9985841915363
"1901" "G001" "TR20" 42.3716092076257
"1902" "G002" "TR20" 55.7330592284783
"1903" "G003" "TR20" 54.8285657422502
"1904" "G004" "TR20" 52.1343257433034
"1905" "G005" "TR20" 45.9781693333994
"1906" "G006" "TR20" 30.7992597470556
"1907" "G007" "TR20" 33.1482707437719
"1908" "G008" "TR20" 33.6924014246077
"1909" "G009" "TR20" 40.3160293628952
"1910" "G010" "TR20" 35.9396211847867
"1911" "G011" "TR20" 49.5191349723899
"1912" "G012" "TR20" 46.0383352716604
"1913" "G013" "TR20" 44.257649727155
"1914" "G014" "TR20" 40.7347373988145
"1915" "G015" "TR20" 56.447716479764
"1916" "G016" "TR20" 40.9211359014778
"1917" "G017" "TR20" 23.9516603308241
"1918" "G018" "TR20" 34.2023815300128
"1919" "G019" "TR20" 57.8992511336178
"1920" "G020" "TR20" 43.0283894649928
"1921" "G021" "TR20" 36.9553331575276
"1922" "G022" "TR20" 52.2491521119667
"1923" "G023" "TR20" 45.6820414749634
"1924" "G024" "TR20" 34.1520109493896
"1925" "G025" "TR20" 28.7539178551568
"1926" "G026" "TR20" 48.5512502779828
"1927" "G027" "TR20" 54.3384041202362
